Site,Year,Month,Layer,Group,Genus,Variable,Value,Unit,SamplingMethodID,MethodID
Lacawac,1990,4,whole_column,Rotifer,Gastropus,Abundance,116.66,NumberPerLiter,Method024,Method029
Lacawac,1990,5,whole_column,Rotifer,Gastropus,Abundance,90.61,NumberPerLiter,Method024,Method029
Lacawac,1990,6,whole_column,Rotifer,Gastropus,Abundance,47.23,NumberPerLiter,Method024,Method029
Lacawac,1990,7,whole_column,Rotifer,Gastropus,Abundance,4.53,NumberPerLiter,Method024,Method029
Lacawac,1990,8,whole_column,Rotifer,Gastropus,Abundance,1.62,NumberPerLiter,Method024,Method029
Lacawac,1990,9,whole_column,Rotifer,Gastropus,Abundance,6.38,NumberPerLiter,Method024,Method029
Lacawac,1990,10,whole_column,Rotifer,Gastropus,Abundance,1.84,NumberPerLiter,Method024,Method029
Lacawac,1990,11,whole_column,Rotifer,Gastropus,Abundance,27.96,NumberPerLiter,Method024,Method029
Lacawac,1990,12,whole_column,Rotifer,Gastropus,Abundance,37.28,NumberPerLiter,Method024,Method029
Lacawac,1991,1,whole_column,Rotifer,Gastropus,Abundance,26.98,NumberPerLiter,Method024,Method029
Lacawac,1991,2,whole_column,Rotifer,Gastropus,Abundance,83.67,NumberPerLiter,Method024,Method029
Lacawac,1991,3,whole_column,Rotifer,Gastropus,Abundance,107.12,NumberPerLiter,Method024,Method029
Lacawac,1991,4,whole_column,Rotifer,Gastropus,Abundance,304.66,NumberPerLiter,Method024,Method029
Lacawac,1991,5,whole_column,Rotifer,Gastropus,Abundance,580.07,NumberPerLiter,Method024,Method029
Lacawac,1991,6,whole_column,Rotifer,Gastropus,Abundance,100.54,NumberPerLiter,Method024,Method029
Lacawac,1991,7,whole_column,Rotifer,Gastropus,Abundance,3.1,NumberPerLiter,Method024,Method029
Lacawac,1991,8,whole_column,Rotifer,Gastropus,Abundance,0.51,NumberPerLiter,Method024,Method029
Lacawac,1991,9,whole_column,Rotifer,Gastropus,Abundance,1.04,NumberPerLiter,Method024,Method029
Lacawac,1991,10,whole_column,Rotifer,Gastropus,Abundance,4.76,NumberPerLiter,Method024,Method029
Lacawac,1991,11,whole_column,Rotifer,Gastropus,Abundance,201.15,NumberPerLiter,Method024,Method029
Lacawac,1992,1,whole_column,Rotifer,Gastropus,Abundance,95.67,NumberPerLiter,Method024,Method029
Lacawac,1992,2,whole_column,Rotifer,Gastropus,Abundance,35.74,NumberPerLiter,Method024,Method029
Lacawac,1992,3,whole_column,Rotifer,Gastropus,Abundance,58.98,NumberPerLiter,Method024,Method029
Lacawac,1992,4,whole_column,Rotifer,Gastropus,Abundance,266,NumberPerLiter,Method024,Method029
Lacawac,1992,5,whole_column,Rotifer,Gastropus,Abundance,286.1,NumberPerLiter,Method024,Method029
Lacawac,1992,6,whole_column,Rotifer,Gastropus,Abundance,111.53,NumberPerLiter,Method024,Method029
Lacawac,1992,7,whole_column,Rotifer,Gastropus,Abundance,45.12,NumberPerLiter,Method024,Method029
Lacawac,1992,8,whole_column,Rotifer,Gastropus,Abundance,4.59,NumberPerLiter,Method024,Method029
Lacawac,1992,9,whole_column,Rotifer,Gastropus,Abundance,5.02,NumberPerLiter,Method024,Method029
Lacawac,1992,10,whole_column,Rotifer,Gastropus,Abundance,1.97,NumberPerLiter,Method024,Method029
Lacawac,1992,11,whole_column,Rotifer,Gastropus,Abundance,2.84,NumberPerLiter,Method024,Method029
Lacawac,1992,12,whole_column,Rotifer,Gastropus,Abundance,4.53,NumberPerLiter,Method024,Method029
Lacawac,1993,1,whole_column,Rotifer,Gastropus,Abundance,11.8,NumberPerLiter,Method024,Method029
Lacawac,1993,2,whole_column,Rotifer,Gastropus,Abundance,21.53,NumberPerLiter,Method024,Method029
Lacawac,1993,3,whole_column,Rotifer,Gastropus,Abundance,26.83,NumberPerLiter,Method024,Method029
Lacawac,1993,4,whole_column,Rotifer,Gastropus,Abundance,315.36,NumberPerLiter,Method024,Method029
Lacawac,1993,5,whole_column,Rotifer,Gastropus,Abundance,259.13,NumberPerLiter,Method024,Method029
Lacawac,1993,6,whole_column,Rotifer,Gastropus,Abundance,38.46,NumberPerLiter,Method024,Method029
Lacawac,1993,7,whole_column,Rotifer,Gastropus,Abundance,29.8,NumberPerLiter,Method024,Method029
Lacawac,1993,8,whole_column,Rotifer,Gastropus,Abundance,15.05,NumberPerLiter,Method024,Method029
Lacawac,1993,9,whole_column,Rotifer,Gastropus,Abundance,20.21,NumberPerLiter,Method024,Method029
Lacawac,1993,11,whole_column,Rotifer,Gastropus,Abundance,3.47,NumberPerLiter,Method024,Method029
Lacawac,2005,5,whole_column,Rotifer,Gastropus,Abundance,24.69,NumberPerLiter,Method024,Method029
Lacawac,2005,6,whole_column,Rotifer,Gastropus,Abundance,3.99,NumberPerLiter,Method024,Method029
Lacawac,2005,7,whole_column,Rotifer,Gastropus,Abundance,3.86,NumberPerLiter,Method024,Method029
Lacawac,2005,8,whole_column,Rotifer,Gastropus,Abundance,5.66,NumberPerLiter,Method024,Method029
Lacawac,2006,5,whole_column,Rotifer,Gastropus,Abundance,95.02,NumberPerLiter,Method024,Method029
Lacawac,2006,6,whole_column,Rotifer,Gastropus,Abundance,27.27,NumberPerLiter,Method024,Method029
Lacawac,2006,7,whole_column,Rotifer,Gastropus,Abundance,13.2,NumberPerLiter,Method024,Method029
Lacawac,2006,8,whole_column,Rotifer,Gastropus,Abundance,3.77,NumberPerLiter,Method024,Method029
Lacawac,2007,5,whole_column,Rotifer,Gastropus,Abundance,19.15,NumberPerLiter,Method024,Method029
Lacawac,2007,6,whole_column,Rotifer,Gastropus,Abundance,18.86,NumberPerLiter,Method024,Method029
Lacawac,2007,7,whole_column,Rotifer,Gastropus,Abundance,3.86,NumberPerLiter,Method024,Method029
Lacawac,2007,8,whole_column,Rotifer,Gastropus,Abundance,1.85,NumberPerLiter,Method024,Method029
Lacawac,2008,4,whole_column,Rotifer,Gastropus,Abundance,45.09,NumberPerLiter,Method023,Method029
Lacawac,2008,5,whole_column,Rotifer,Gastropus,Abundance,88.55,NumberPerLiter,Method023,Method029
Lacawac,2008,6,whole_column,Rotifer,Gastropus,Abundance,12.03,NumberPerLiter,Method023,Method029
Lacawac,2008,7,whole_column,Rotifer,Gastropus,Abundance,8.86,NumberPerLiter,Method023,Method029
Lacawac,2008,8,whole_column,Rotifer,Gastropus,Abundance,3.92,NumberPerLiter,Method023,Method029
Lacawac,2009,4,whole_column,Rotifer,Gastropus,Abundance,56.59,NumberPerLiter,Method023,Method029
Lacawac,2009,5,whole_column,Rotifer,Gastropus,Abundance,22.05,NumberPerLiter,Method023,Method029
Lacawac,2009,6,whole_column,Rotifer,Gastropus,Abundance,15.76,NumberPerLiter,Method023,Method029
Lacawac,2009,7,whole_column,Rotifer,Gastropus,Abundance,1.06,NumberPerLiter,Method023,Method029
Lacawac,2009,8,whole_column,Rotifer,Gastropus,Abundance,0.89,NumberPerLiter,Method023,Method029
Lacawac,2010,5,whole_column,Rotifer,Gastropus,Abundance,32.99,NumberPerLiter,Method023,Method029
Lacawac,2010,6,whole_column,Rotifer,Gastropus,Abundance,31.83,NumberPerLiter,Method023,Method029
Lacawac,2010,7,whole_column,Rotifer,Gastropus,Abundance,3.5,NumberPerLiter,Method023,Method029
Lacawac,2010,8,whole_column,Rotifer,Gastropus,Abundance,0.69,NumberPerLiter,Method023,Method029
Lacawac,2010,9,whole_column,Rotifer,Gastropus,Abundance,1.7,NumberPerLiter,Method023,Method029
Lacawac,2011,5,whole_column,Rotifer,Gastropus,Abundance,3.45,NumberPerLiter,Method023,Method029
Lacawac,2011,6,whole_column,Rotifer,Gastropus,Abundance,10.61,NumberPerLiter,Method023,Method029
Lacawac,2011,7,whole_column,Rotifer,Gastropus,Abundance,5.39,NumberPerLiter,Method023,Method029
Lacawac,2011,8,whole_column,Rotifer,Gastropus,Abundance,1.16,NumberPerLiter,Method023,Method029
Lacawac,2013,4,whole_column,Rotifer,Gastropus,Abundance,5.44,NumberPerLiter,Method023,Method029
Lacawac,2013,5,whole_column,Rotifer,Gastropus,Abundance,32.16,NumberPerLiter,Method023,Method029
Lacawac,2013,6,whole_column,Rotifer,Gastropus,Abundance,8.97,NumberPerLiter,Method023,Method029
Lacawac,2013,7,whole_column,Rotifer,Gastropus,Abundance,2.29,NumberPerLiter,Method023,Method029
Lacawac,2013,8,whole_column,Rotifer,Gastropus,Abundance,0.72,NumberPerLiter,Method023,Method029
Lacawac,2014,5,whole_column,Rotifer,Gastropus,Abundance,27.98,NumberPerLiter,Method023,Method029
Lacawac,2014,6,whole_column,Rotifer,Gastropus,Abundance,26.19,NumberPerLiter,Method023,Method029
Lacawac,2014,7,whole_column,Rotifer,Gastropus,Abundance,13.25,NumberPerLiter,Method023,Method029
Lacawac,2014,8,whole_column,Rotifer,Gastropus,Abundance,2.21,NumberPerLiter,Method023,Method029
Lacawac,2015,5,whole_column,Rotifer,Gastropus,Abundance,9.15,NumberPerLiter,Method023,Method029
Lacawac,2015,6,whole_column,Rotifer,Gastropus,Abundance,0.8,NumberPerLiter,Method023,Method029
Lacawac,2015,7,whole_column,Rotifer,Gastropus,Abundance,9.43,NumberPerLiter,Method023,Method029
Lacawac,2015,8,whole_column,Rotifer,Gastropus,Abundance,1.81,NumberPerLiter,Method023,Method029
Lacawac,2016,5,whole_column,Rotifer,Gastropus,Abundance,1.71,NumberPerLiter,Method023,Method029
Lacawac,2016,6,whole_column,Rotifer,Gastropus,Abundance,0.27,NumberPerLiter,Method023,Method029
Lacawac,2016,7,whole_column,Rotifer,Gastropus,Abundance,0,NumberPerLiter,Method023,Method029
Lacawac,2016,8,whole_column,Rotifer,Gastropus,Abundance,1.16,NumberPerLiter,Method023,Method029
Lacawac,2017,5,whole_column,Rotifer,Gastropus,Abundance,46.24,NumberPerLiter,Method023,Method029
Lacawac,2017,6,whole_column,Rotifer,Gastropus,Abundance,211.43,NumberPerLiter,Method023,Method029
Lacawac,2017,7,whole_column,Rotifer,Gastropus,Abundance,60.92,NumberPerLiter,Method023,Method029
Lacawac,2017,8,whole_column,Rotifer,Gastropus,Abundance,8.15,NumberPerLiter,Method023,Method029
Lacawac,2017,9,whole_column,Rotifer,Gastropus,Abundance,1.38,NumberPerLiter,Method023,Method029
Lacawac,2018,5,whole_column,Rotifer,Gastropus,Abundance,65.25,NumberPerLiter,Method023,Method029
Lacawac,2018,6,whole_column,Rotifer,Gastropus,Abundance,13.08,NumberPerLiter,Method023,Method029
Lacawac,2018,7,whole_column,Rotifer,Gastropus,Abundance,2.93,NumberPerLiter,Method023,Method029
Lacawac,2018,8,whole_column,Rotifer,Gastropus,Abundance,0.47,NumberPerLiter,Method023,Method029
Lacawac,2019,4,whole_column,Rotifer,Gastropus,Abundance,9.17,NumberPerLiter,Method023,Method029
Lacawac,1990,1,whole_column,Rotifer,Kellicottia,Abundance,22.25,NumberPerLiter,Method024,Method029
Lacawac,1990,2,whole_column,Rotifer,Kellicottia,Abundance,15.4,NumberPerLiter,Method024,Method029
Lacawac,1990,3,whole_column,Rotifer,Kellicottia,Abundance,34.42,NumberPerLiter,Method024,Method029
Lacawac,1990,4,whole_column,Rotifer,Kellicottia,Abundance,92.17,NumberPerLiter,Method024,Method029
Lacawac,1990,5,whole_column,Rotifer,Kellicottia,Abundance,221.64,NumberPerLiter,Method024,Method029
Lacawac,1990,6,whole_column,Rotifer,Kellicottia,Abundance,308.98,NumberPerLiter,Method024,Method029
Lacawac,1990,7,whole_column,Rotifer,Kellicottia,Abundance,76.91,NumberPerLiter,Method024,Method029
Lacawac,1990,8,whole_column,Rotifer,Kellicottia,Abundance,33.1,NumberPerLiter,Method024,Method029
Lacawac,1990,9,whole_column,Rotifer,Kellicottia,Abundance,41.74,NumberPerLiter,Method024,Method029
Lacawac,1990,10,whole_column,Rotifer,Kellicottia,Abundance,13.81,NumberPerLiter,Method024,Method029
Lacawac,1990,11,whole_column,Rotifer,Kellicottia,Abundance,19.18,NumberPerLiter,Method024,Method029
Lacawac,1990,12,whole_column,Rotifer,Kellicottia,Abundance,17.79,NumberPerLiter,Method024,Method029
Lacawac,1991,1,whole_column,Rotifer,Kellicottia,Abundance,29.22,NumberPerLiter,Method024,Method029
Lacawac,1991,2,whole_column,Rotifer,Kellicottia,Abundance,33.59,NumberPerLiter,Method024,Method029
Lacawac,1991,3,whole_column,Rotifer,Kellicottia,Abundance,16.43,NumberPerLiter,Method024,Method029
Lacawac,1991,4,whole_column,Rotifer,Kellicottia,Abundance,32.66,NumberPerLiter,Method024,Method029
Lacawac,1991,5,whole_column,Rotifer,Kellicottia,Abundance,122.43,NumberPerLiter,Method024,Method029
Lacawac,1991,6,whole_column,Rotifer,Kellicottia,Abundance,82.07,NumberPerLiter,Method024,Method029
Lacawac,1991,7,whole_column,Rotifer,Kellicottia,Abundance,10.75,NumberPerLiter,Method024,Method029
Lacawac,1991,8,whole_column,Rotifer,Kellicottia,Abundance,8.54,NumberPerLiter,Method024,Method029
Lacawac,1991,9,whole_column,Rotifer,Kellicottia,Abundance,16.79,NumberPerLiter,Method024,Method029
Lacawac,1991,10,whole_column,Rotifer,Kellicottia,Abundance,29.86,NumberPerLiter,Method024,Method029
Lacawac,1991,11,whole_column,Rotifer,Kellicottia,Abundance,50.45,NumberPerLiter,Method024,Method029
Lacawac,1992,1,whole_column,Rotifer,Kellicottia,Abundance,31.28,NumberPerLiter,Method024,Method029
Lacawac,1992,2,whole_column,Rotifer,Kellicottia,Abundance,20.17,NumberPerLiter,Method024,Method029
Lacawac,1992,3,whole_column,Rotifer,Kellicottia,Abundance,38.8,NumberPerLiter,Method024,Method029
Lacawac,1992,4,whole_column,Rotifer,Kellicottia,Abundance,57.58,NumberPerLiter,Method024,Method029
Lacawac,1992,5,whole_column,Rotifer,Kellicottia,Abundance,171.84,NumberPerLiter,Method024,Method029
Lacawac,1992,6,whole_column,Rotifer,Kellicottia,Abundance,150.76,NumberPerLiter,Method024,Method029
Lacawac,1992,7,whole_column,Rotifer,Kellicottia,Abundance,66.33,NumberPerLiter,Method024,Method029
Lacawac,1992,8,whole_column,Rotifer,Kellicottia,Abundance,20.08,NumberPerLiter,Method024,Method029
Lacawac,1992,9,whole_column,Rotifer,Kellicottia,Abundance,8.65,NumberPerLiter,Method024,Method029
Lacawac,1992,10,whole_column,Rotifer,Kellicottia,Abundance,33.13,NumberPerLiter,Method024,Method029
Lacawac,1992,11,whole_column,Rotifer,Kellicottia,Abundance,2.04,NumberPerLiter,Method024,Method029
Lacawac,1992,12,whole_column,Rotifer,Kellicottia,Abundance,5.33,NumberPerLiter,Method024,Method029
Lacawac,1993,1,whole_column,Rotifer,Kellicottia,Abundance,5.3,NumberPerLiter,Method024,Method029
Lacawac,1993,2,whole_column,Rotifer,Kellicottia,Abundance,3.91,NumberPerLiter,Method024,Method029
Lacawac,1993,3,whole_column,Rotifer,Kellicottia,Abundance,2.94,NumberPerLiter,Method024,Method029
Lacawac,1993,4,whole_column,Rotifer,Kellicottia,Abundance,12.01,NumberPerLiter,Method024,Method029
Lacawac,1993,5,whole_column,Rotifer,Kellicottia,Abundance,70.5,NumberPerLiter,Method024,Method029
Lacawac,1993,6,whole_column,Rotifer,Kellicottia,Abundance,143.75,NumberPerLiter,Method024,Method029
Lacawac,1993,7,whole_column,Rotifer,Kellicottia,Abundance,57.8,NumberPerLiter,Method024,Method029
Lacawac,1993,8,whole_column,Rotifer,Kellicottia,Abundance,32.49,NumberPerLiter,Method024,Method029
Lacawac,1993,9,whole_column,Rotifer,Kellicottia,Abundance,13.87,NumberPerLiter,Method024,Method029
Lacawac,1993,11,whole_column,Rotifer,Kellicottia,Abundance,1.54,NumberPerLiter,Method024,Method029
Lacawac,2005,5,whole_column,Rotifer,Kellicottia,Abundance,7.2,NumberPerLiter,Method024,Method029
Lacawac,2005,6,whole_column,Rotifer,Kellicottia,Abundance,96.2,NumberPerLiter,Method024,Method029
Lacawac,2005,7,whole_column,Rotifer,Kellicottia,Abundance,34.21,NumberPerLiter,Method024,Method029
Lacawac,2005,8,whole_column,Rotifer,Kellicottia,Abundance,6.94,NumberPerLiter,Method024,Method029
Lacawac,2006,5,whole_column,Rotifer,Kellicottia,Abundance,6.25,NumberPerLiter,Method024,Method029
Lacawac,2006,6,whole_column,Rotifer,Kellicottia,Abundance,13.38,NumberPerLiter,Method024,Method029
Lacawac,2006,7,whole_column,Rotifer,Kellicottia,Abundance,21.69,NumberPerLiter,Method024,Method029
Lacawac,2006,8,whole_column,Rotifer,Kellicottia,Abundance,20.28,NumberPerLiter,Method024,Method029
Lacawac,2007,5,whole_column,Rotifer,Kellicottia,Abundance,14.15,NumberPerLiter,Method024,Method029
Lacawac,2007,6,whole_column,Rotifer,Kellicottia,Abundance,37.92,NumberPerLiter,Method024,Method029
Lacawac,2007,7,whole_column,Rotifer,Kellicottia,Abundance,52.22,NumberPerLiter,Method024,Method029
Lacawac,2007,8,whole_column,Rotifer,Kellicottia,Abundance,9.23,NumberPerLiter,Method024,Method029
Lacawac,2008,4,whole_column,Rotifer,Kellicottia,Abundance,4.51,NumberPerLiter,Method023,Method029
Lacawac,2008,5,whole_column,Rotifer,Kellicottia,Abundance,13.31,NumberPerLiter,Method023,Method029
Lacawac,2008,6,whole_column,Rotifer,Kellicottia,Abundance,29.58,NumberPerLiter,Method023,Method029
Lacawac,2008,7,whole_column,Rotifer,Kellicottia,Abundance,9.55,NumberPerLiter,Method023,Method029
Lacawac,2008,8,whole_column,Rotifer,Kellicottia,Abundance,7.28,NumberPerLiter,Method023,Method029
Lacawac,2009,4,whole_column,Rotifer,Kellicottia,Abundance,12.73,NumberPerLiter,Method023,Method029
Lacawac,2009,5,whole_column,Rotifer,Kellicottia,Abundance,21.08,NumberPerLiter,Method023,Method029
Lacawac,2009,6,whole_column,Rotifer,Kellicottia,Abundance,49.72,NumberPerLiter,Method023,Method029
Lacawac,2009,7,whole_column,Rotifer,Kellicottia,Abundance,11.13,NumberPerLiter,Method023,Method029
Lacawac,2009,8,whole_column,Rotifer,Kellicottia,Abundance,1.89,NumberPerLiter,Method023,Method029
Lacawac,2010,5,whole_column,Rotifer,Kellicottia,Abundance,142.23,NumberPerLiter,Method023,Method029
Lacawac,2010,6,whole_column,Rotifer,Kellicottia,Abundance,85.31,NumberPerLiter,Method023,Method029
Lacawac,2010,7,whole_column,Rotifer,Kellicottia,Abundance,62.71,NumberPerLiter,Method023,Method029
Lacawac,2010,8,whole_column,Rotifer,Kellicottia,Abundance,10.35,NumberPerLiter,Method023,Method029
Lacawac,2010,9,whole_column,Rotifer,Kellicottia,Abundance,33.74,NumberPerLiter,Method023,Method029
Lacawac,2011,5,whole_column,Rotifer,Kellicottia,Abundance,392.85,NumberPerLiter,Method023,Method029
Lacawac,2011,6,whole_column,Rotifer,Kellicottia,Abundance,359.43,NumberPerLiter,Method023,Method029
Lacawac,2011,7,whole_column,Rotifer,Kellicottia,Abundance,102.12,NumberPerLiter,Method023,Method029
Lacawac,2011,8,whole_column,Rotifer,Kellicottia,Abundance,48.04,NumberPerLiter,Method023,Method029
Lacawac,2013,4,whole_column,Rotifer,Kellicottia,Abundance,0.8,NumberPerLiter,Method023,Method029
Lacawac,2013,5,whole_column,Rotifer,Kellicottia,Abundance,0.42,NumberPerLiter,Method023,Method029
Lacawac,2013,6,whole_column,Rotifer,Kellicottia,Abundance,1.81,NumberPerLiter,Method023,Method029
Lacawac,2013,7,whole_column,Rotifer,Kellicottia,Abundance,7.07,NumberPerLiter,Method023,Method029
Lacawac,2013,8,whole_column,Rotifer,Kellicottia,Abundance,2.19,NumberPerLiter,Method023,Method029
Lacawac,2014,5,whole_column,Rotifer,Kellicottia,Abundance,2.25,NumberPerLiter,Method023,Method029
Lacawac,2014,6,whole_column,Rotifer,Kellicottia,Abundance,1.25,NumberPerLiter,Method023,Method029
Lacawac,2014,7,whole_column,Rotifer,Kellicottia,Abundance,7.19,NumberPerLiter,Method023,Method029
Lacawac,2014,8,whole_column,Rotifer,Kellicottia,Abundance,1.28,NumberPerLiter,Method023,Method029
Lacawac,2015,5,whole_column,Rotifer,Kellicottia,Abundance,21.88,NumberPerLiter,Method023,Method029
Lacawac,2015,6,whole_column,Rotifer,Kellicottia,Abundance,18.88,NumberPerLiter,Method023,Method029
Lacawac,2015,7,whole_column,Rotifer,Kellicottia,Abundance,37.78,NumberPerLiter,Method023,Method029
Lacawac,2015,8,whole_column,Rotifer,Kellicottia,Abundance,16.53,NumberPerLiter,Method023,Method029
Lacawac,2016,5,whole_column,Rotifer,Kellicottia,Abundance,259,NumberPerLiter,Method023,Method029
Lacawac,2016,6,whole_column,Rotifer,Kellicottia,Abundance,243.96,NumberPerLiter,Method023,Method029
Lacawac,2016,7,whole_column,Rotifer,Kellicottia,Abundance,233.61,NumberPerLiter,Method023,Method029
Lacawac,2016,8,whole_column,Rotifer,Kellicottia,Abundance,90.18,NumberPerLiter,Method023,Method029
Lacawac,2017,5,whole_column,Rotifer,Kellicottia,Abundance,30.66,NumberPerLiter,Method023,Method029
Lacawac,2017,6,whole_column,Rotifer,Kellicottia,Abundance,64.67,NumberPerLiter,Method023,Method029
Lacawac,2017,7,whole_column,Rotifer,Kellicottia,Abundance,14.51,NumberPerLiter,Method023,Method029
Lacawac,2017,8,whole_column,Rotifer,Kellicottia,Abundance,6.36,NumberPerLiter,Method023,Method029
Lacawac,2017,9,whole_column,Rotifer,Kellicottia,Abundance,1.64,NumberPerLiter,Method023,Method029
Lacawac,2018,5,whole_column,Rotifer,Kellicottia,Abundance,63.82,NumberPerLiter,Method023,Method029
Lacawac,2018,6,whole_column,Rotifer,Kellicottia,Abundance,87.27,NumberPerLiter,Method023,Method029
Lacawac,2018,7,whole_column,Rotifer,Kellicottia,Abundance,33.24,NumberPerLiter,Method023,Method029
Lacawac,2018,8,whole_column,Rotifer,Kellicottia,Abundance,3.12,NumberPerLiter,Method023,Method029
Lacawac,2019,4,whole_column,Rotifer,Kellicottia,Abundance,24.64,NumberPerLiter,Method023,Method029
Lacawac,1990,1,whole_column,Rotifer,Keratella,Abundance,144.43,NumberPerLiter,Method024,Method029
Lacawac,1990,2,whole_column,Rotifer,Keratella,Abundance,117.22,NumberPerLiter,Method024,Method029
Lacawac,1990,3,whole_column,Rotifer,Keratella,Abundance,52.55,NumberPerLiter,Method024,Method029
Lacawac,1990,4,whole_column,Rotifer,Keratella,Abundance,45.37,NumberPerLiter,Method024,Method029
Lacawac,1990,5,whole_column,Rotifer,Keratella,Abundance,40.05,NumberPerLiter,Method024,Method029
Lacawac,1990,6,whole_column,Rotifer,Keratella,Abundance,48.57,NumberPerLiter,Method024,Method029
Lacawac,1990,7,whole_column,Rotifer,Keratella,Abundance,64.51,NumberPerLiter,Method024,Method029
Lacawac,1990,8,whole_column,Rotifer,Keratella,Abundance,27.06,NumberPerLiter,Method024,Method029
Lacawac,1990,9,whole_column,Rotifer,Keratella,Abundance,130.87,NumberPerLiter,Method024,Method029
Lacawac,1990,10,whole_column,Rotifer,Keratella,Abundance,15.88,NumberPerLiter,Method024,Method029
Lacawac,1990,11,whole_column,Rotifer,Keratella,Abundance,23.32,NumberPerLiter,Method024,Method029
Lacawac,1990,12,whole_column,Rotifer,Keratella,Abundance,18.71,NumberPerLiter,Method024,Method029
Lacawac,1991,1,whole_column,Rotifer,Keratella,Abundance,16.61,NumberPerLiter,Method024,Method029
Lacawac,1991,2,whole_column,Rotifer,Keratella,Abundance,39.08,NumberPerLiter,Method024,Method029
Lacawac,1991,3,whole_column,Rotifer,Keratella,Abundance,51.99,NumberPerLiter,Method024,Method029
Lacawac,1991,4,whole_column,Rotifer,Keratella,Abundance,111.56,NumberPerLiter,Method024,Method029
Lacawac,1991,5,whole_column,Rotifer,Keratella,Abundance,114.47,NumberPerLiter,Method024,Method029
Lacawac,1991,6,whole_column,Rotifer,Keratella,Abundance,45.79,NumberPerLiter,Method024,Method029
Lacawac,1991,7,whole_column,Rotifer,Keratella,Abundance,24.22,NumberPerLiter,Method024,Method029
Lacawac,1991,8,whole_column,Rotifer,Keratella,Abundance,40.02,NumberPerLiter,Method024,Method029
Lacawac,1991,9,whole_column,Rotifer,Keratella,Abundance,8.92,NumberPerLiter,Method024,Method029
Lacawac,1991,10,whole_column,Rotifer,Keratella,Abundance,17.38,NumberPerLiter,Method024,Method029
Lacawac,1991,11,whole_column,Rotifer,Keratella,Abundance,247.14,NumberPerLiter,Method024,Method029
Lacawac,1992,1,whole_column,Rotifer,Keratella,Abundance,170.47,NumberPerLiter,Method024,Method029
Lacawac,1992,2,whole_column,Rotifer,Keratella,Abundance,189.44,NumberPerLiter,Method024,Method029
Lacawac,1992,3,whole_column,Rotifer,Keratella,Abundance,182.91,NumberPerLiter,Method024,Method029
Lacawac,1992,4,whole_column,Rotifer,Keratella,Abundance,265.99,NumberPerLiter,Method024,Method029
Lacawac,1992,5,whole_column,Rotifer,Keratella,Abundance,246.66,NumberPerLiter,Method024,Method029
Lacawac,1992,6,whole_column,Rotifer,Keratella,Abundance,67.55,NumberPerLiter,Method024,Method029
Lacawac,1992,7,whole_column,Rotifer,Keratella,Abundance,22.01,NumberPerLiter,Method024,Method029
Lacawac,1992,8,whole_column,Rotifer,Keratella,Abundance,37.29,NumberPerLiter,Method024,Method029
Lacawac,1992,9,whole_column,Rotifer,Keratella,Abundance,28.25,NumberPerLiter,Method024,Method029
Lacawac,1992,10,whole_column,Rotifer,Keratella,Abundance,3.11,NumberPerLiter,Method024,Method029
Lacawac,1992,11,whole_column,Rotifer,Keratella,Abundance,5.36,NumberPerLiter,Method024,Method029
Lacawac,1992,12,whole_column,Rotifer,Keratella,Abundance,19.65,NumberPerLiter,Method024,Method029
Lacawac,1993,1,whole_column,Rotifer,Keratella,Abundance,27.28,NumberPerLiter,Method024,Method029
Lacawac,1993,2,whole_column,Rotifer,Keratella,Abundance,17.8,NumberPerLiter,Method024,Method029
Lacawac,1993,3,whole_column,Rotifer,Keratella,Abundance,15.15,NumberPerLiter,Method024,Method029
Lacawac,1993,4,whole_column,Rotifer,Keratella,Abundance,42.23,NumberPerLiter,Method024,Method029
Lacawac,1993,5,whole_column,Rotifer,Keratella,Abundance,269.09,NumberPerLiter,Method024,Method029
Lacawac,1993,6,whole_column,Rotifer,Keratella,Abundance,144.39,NumberPerLiter,Method024,Method029
Lacawac,1993,7,whole_column,Rotifer,Keratella,Abundance,63.24,NumberPerLiter,Method024,Method029
Lacawac,1993,8,whole_column,Rotifer,Keratella,Abundance,97.69,NumberPerLiter,Method024,Method029
Lacawac,1993,9,whole_column,Rotifer,Keratella,Abundance,35.24,NumberPerLiter,Method024,Method029
Lacawac,1993,11,whole_column,Rotifer,Keratella,Abundance,17.38,NumberPerLiter,Method024,Method029
Lacawac,2005,5,whole_column,Rotifer,Keratella,Abundance,82.57,NumberPerLiter,Method024,Method029
Lacawac,2005,6,whole_column,Rotifer,Keratella,Abundance,813.07,NumberPerLiter,Method024,Method029
Lacawac,2005,7,whole_column,Rotifer,Keratella,Abundance,59.68,NumberPerLiter,Method024,Method029
Lacawac,2005,8,whole_column,Rotifer,Keratella,Abundance,52.73,NumberPerLiter,Method024,Method029
Lacawac,2006,5,whole_column,Rotifer,Keratella,Abundance,53.88,NumberPerLiter,Method024,Method029
Lacawac,2006,6,whole_column,Rotifer,Keratella,Abundance,73.11,NumberPerLiter,Method024,Method029
Lacawac,2006,7,whole_column,Rotifer,Keratella,Abundance,195.23,NumberPerLiter,Method024,Method029
Lacawac,2006,8,whole_column,Rotifer,Keratella,Abundance,52.82,NumberPerLiter,Method024,Method029
Lacawac,2007,5,whole_column,Rotifer,Keratella,Abundance,23.58,NumberPerLiter,Method024,Method029
